SL;55;40;;Steam supply spaces
SL;55;50;;Liquid fuel supply spaces
SL;55;50;32;Fuel storage areas
SL;55;50;58;Oil storage spaces
SL;55;60;;Process liquid supply spaces
SL;55;65;;Ventilation and air conditioning spaces
SL;55;70;;Water supply spaces
SL;55;70;65;Private water supply pipes
SL;55;70;95;Water supply pedestals
SL;55;90;;Piped solids supply spaces
SL;60;;;Heating, cooling and refrigeration spaces
SL;60;30;;Rail and paving heating spaces
SL;60;40;;Space heating and cooling spaces
SL;60;60;;Refrigeration spaces
SL;60;60;20;Cryogenic storage room
SL;60;60;29;Freezer room
SL;60;60;70;Refrigeration room
SL;60;80;;Drying spaces
SL;60;80;25;Drying rooms
